3.79,4.56,1.80,4.51,-1.91,-10.20,592.00,1589.00,1315.00,1033.00,1389.00
3.68,4.58,1.88,4.44,-1.99,-10.17,586.00,1583.00,1313.00,1039.00,1389.00
3.72,4.67,2.02,4.43,-2.06,-10.13,590.00,1581.00,1311.00,1035.00,1389.00
3.86,4.64,1.97,4.46,-2.13,-10.09,592.00,1581.00,1315.00,1038.00,1390.00
3.99,4.55,1.83,4.50,-2.18,-10.03,590.00,1583.00,1315.00,1039.00,1391.00
4.16,4.32,1.49,4.51,-2.23,-9.99,593.00,1584.00,1322.00,1037.00,1390.00
4.05,4.25,1.37,4.52,-2.27,-9.92,590.00,1584.00,1315.00,1037.00,1391.00
4.05,4.14,1.48,4.52,-2.34,-9.85,589.00,1581.00,1321.00,1035.00,1387.00


14.28,-4.45,-6.48,4.60,-3.82,-8.25,588.00,1561.00,1272.00,1037.00,1378.00
14.34,-4.52,-6.51,4.59,-3.80,-8.26,576.00,1557.00,1265.00,1037.00,1377.00
14.42,-4.60,-6.56,4.58,-3.79,-8.26,591.00,1557.00,1263.00,1035.00,1381.00
14.42,-4.69,-6.53,4.57,-3.78,-8.27,589.00,1554.00,1267.00,1039.00,1389.00
14.37,-4.70,-6.62,4.56,-3.77,-8.29,589.00,1557.00,1259.00,1037.00,1379.00
14.37,-4.81,-6.62,4.57,-3.75,-8.31,589.00,1561.00,1266.00,1040.00,1384.00
14.36,-4.82,-6.68,4.56,-3.74,-8.34,589.00,1557.00,1267.00,1034.00,1383.00
14.29,-5.05,-6.71,4.56,-3.72,-8.38,587.00,1561.00,1275.00,1035.00,1377.00
14.28,-5.09,-6.74,4.56,-3.71,-8.41,592.00,1552.00,1269.00,1036.00,1376.00
14.17,-5.09,-6.76,4.56,-3.71,-8.44,586.00,1552.00,1273.00,1034.00,1379.00


13.86,-6.01,-7.02,4.03,-3.87,-7.88,592.00,1559.00,1259.00,1040.00,1379.00
13.70,-5.99,-7.22,4.07,-3.87,-7.92,590.00,1553.00,1257.00,1034.00,1382.00
13.40,-5.79,-7.25,4.02,-3.83,-7.92,586.00,1561.00,1254.00,1037.00,1378.00
13.21,-5.88,-7.02,4.08,-3.86,-7.91,591.00,1552.00,1264.00,1040.00,1378.00
13.14,-5.65,-7.19,4.10,-3.85,-7.86,582.00,1553.00,1264.00,1033.00,1378.00
13.10,-5.64,-7.21,4.03,-3.83,-7.81,588.00,1562.00,1264.00,1035.00,1375.00
12.76,-5.83,-6.71,4.13,-3.91,-7.78,589.00,1555.00,1263.00,1036.00,1375.00
12.46,-5.48,-6.88,4.07,-3.95,-7.75,592.00,1563.00,1261.00,1038.00,1374.00
11.99,-5.66,-6.36,4.11,-4.07,-7.72,587.00,1552.00,1266.00,1033.00,1382.00
11.96,-5.54,-6.94,4.01,-4.12,-7.69,581.00,1553.00,1258.00,1038.00,1381.00


4.07,2.05,1.91,3.90,-3.62,-8.62,592.00,1587.00,1321.00,1039.00,1391.00
3.80,2.49,2.18,3.99,-3.61,-8.58,592.00,1587.00,1324.00,1043.00,1389.00
3.85,2.55,2.23,4.11,-3.60,-8.51,592.00,1589.00,1326.00,1045.00,1391.00
3.88,2.45,1.79,4.30,-3.52,-8.45,593.00,1586.00,1322.00,1037.00,1390.00
3.97,2.53,1.47,4.48,-3.40,-8.40,592.00,1586.00,1323.00,1041.00,1389.00
4.04,2.60,1.27,4.59,-3.31,-8.37,599.00,1585.00,1323.00,1037.00,1383.00
4.01,2.72,1.29,4.63,-3.27,-8.34,587.00,1587.00,1327.00,1040.00,1387.00
3.95,2.73,1.23,4.63,-3.30,-8.30,593.00,1585.00,1328.00,1045.00,1391.00
4.05,2.53,1.24,4.63,-3.34,-8.26,593.00,1584.00,1326.00,1040.00,1390.00
4.09,2.17,1.09,4.69,-3.37,-8.23,590.00,1586.00,1318.00,1038.00,1390.00


13.10,-5.54,-6.96,5.07,-1.38,-10.43,587.00,1558.00,1281.00,1042.00,1387.00
12.73,-4.74,-9.23,4.99,-1.43,-10.53,592.00,1564.00,1282.00,1037.00,1382.00
12.58,-4.70,-8.43,4.83,-1.55,-10.64,583.00,1569.00,1285.00,1040.00,1381.00
12.73,-5.19,-8.23,4.87,-1.63,-10.68,586.00,1564.00,1280.00,1036.00,1378.00
12.59,-5.47,-8.01,4.91,-1.56,-10.65,589.00,1559.00,1289.00,1040.00,1375.00
12.50,-5.42,-8.01,4.99,-1.46,-10.59,592.00,1562.00,1283.00,1040.00,1382.00
12.30,-4.85,-8.44,5.08,-1.50,-10.56,592.00,1563.00,1288.00,1039.00,1375.00
12.16,-4.71,-8.28,5.12,-1.49,-10.50,590.00,1561.00,1293.00,1040.00,1387.00
11.82,-4.59,-7.91,5.18,-1.46,-10.38,589.00,1557.00,1286.00,1040.00,1382.00
11.54,-4.28,-7.64,5.26,-1.53,-10.29,589.00,1558.00,1284.00,1040.00,1385.00


13.41,-3.16,-5.62,4.74,-3.67,-8.09,582.00,1562.00,1264.00,1040.00,1382.00
13.59,-2.90,-5.52,4.74,-3.69,-8.03,582.00,1556.00,1263.00,1044.00,1379.00
13.58,-2.69,-5.53,4.79,-3.75,-7.98,586.00,1559.00,1282.00,1040.00,1380.00
13.65,-2.55,-5.48,4.78,-3.78,-7.93,585.00,1559.00,1269.00,1040.00,1380.00
13.84,-2.18,-5.79,4.71,-3.84,-7.89,587.00,1553.00,1252.00,1039.00,1382.00
14.07,-2.22,-5.53,4.67,-3.88,-7.88,585.00,1554.00,1271.00,1039.00,1378.00
14.39,-2.02,-5.85,4.60,-3.91,-7.86,587.00,1562.00,1264.00,1043.00,1383.00
14.46,-2.05,-5.68,4.54,-3.95,-7.88,586.00,1554.00,1264.00,1040.00,1387.00
14.71,-1.93,-5.76,4.45,-3.99,-7.91,588.00,1562.00,1269.00,1043.00,1383.00
14.77,-1.97,-5.85,4.35,-4.00,-7.92,581.00,1557.00,1264.00,1040.00,1385.00


7.77,1.22,1.27,2.58,-7.61,-6.23,592.00,1571.00,1315.00,1041.00,1392.00
8.28,0.89,0.75,2.71,-7.67,-6.35,587.00,1571.00,1310.00,1038.00,1389.00
